split,city,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
train,Chefchaouen,25,path_loss,los,0.9240252017852144,1.3453115065274543,-0.42128630474223994,0.47084963716388994,0.8785242430857311,-0.4076746059218411,5643836
train,Chefchaouen,25,path_loss,nlos,2.803644226874181,3.011990367504509,-0.20834614063032797,1.8262830834812984,1.982613275779363,-0.15633019229806466,107753
train,Chefchaouen,25,delay_spread,overall,18.693643921386467,19.917895188278965,-1.224251266892498,6.112952999190637,4.510330990255456,1.6026220089351808,6214760
train,Chefchaouen,25,delay_spread,los,18.345999774627522,19.69436980543594,-1.348370030808418,6.459867646424347,4.765109200827681,1.6947584455966656,5643836
train,Chefchaouen,25,delay_spread,nlos,21.834455219858498,22.005718543807255,-0.17126332394875732,2.68354972549028,1.9917358230050652,0.6918139024852148,570924
train,Chefchaouen,25,angular_spread,overall,8.945233386693197,10.678217684554335,-1.7329842978611385,3.5756318928647284,3.0334416800689006,0.5421902127958278,6214760
train,Chefchaouen,25,angular_spread,los,9.090851494262102,10.947296853100154,-1.8564453588380516,3.8076314432351506,3.2483974732012943,0.5592339700338562,5643836
train,Chefchaouen,25,angular_spread,nlos,7.352161526392249,7.516727149706867,-0.16456562331461821,1.2822135125710696,0.9085095873292854,0.3737039252417842,570924
val,Chiang Mai,95,path_loss,overall,2.0501499569202917,2.388688722337203,-0.3385387654169114,1.174470373474118,1.4954760693857756,-0.3210056959116576,13570512
val,Chiang Mai,95,path_loss,los,1.678135738254357,1.9649110286921456,-0.2867752904377887,0.9713675462614318,1.2684890222849552,-0.29712147602352335,11837493
val,Chiang Mai,95,path_loss,nlos,3.698234003590734,4.278777387878421,-0.5805433842876866,2.561776695472882,3.0459250968568075,-0.48414840138392545,1733019
val,Chiang Mai,95,delay_spread,overall,38.622967760862174,41.12334251037716,-2.5003747495149824,14.542585170986058,13.902180483461285,0.6404046875247733,19552910
val,Chiang Mai,95,delay_spread,los,39.707770189036694,43.27458665791294,-3.5668164688762474,19.676700505097447,19.496767318574125,0.17993318652332135,11837493
val,Chiang Mai,95,delay_spread,nlos,36.8966390622872,37.584135589954656,-0.6874965276674558,6.665492684300047,5.318602702263759,1.3468899820362878,7715417
val,Chiang Mai,95,angular_spread,overall,13.590316361417074,16.47495069544456,-2.884634334027485,7.002392896696707,7.278836005101031,-0.2764431084043242,19552910
val,Chiang Mai,95,angular_spread,los,15.562394823259362,19.516447154237284,-3.9540523309779214,10.039775765337305,10.933235781533302,-0.8934600161959967,11837493
val,Chiang Mai,95,angular_spread,nlos,9.822912637243423,10.172095967384648,-0.3491833301412246,2.3422432577335144,1.672018749650988,0.6702245080825264,7715417
val,Cleveland,150,path_loss,overall,1.5923817682732593,1.9482958000396258,-0.3559140317663665,0.841180066189446,1.2532140049705938,-0.4120339387811478,26310539
