split,subexpert,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
all,mixed|low_ant,2060,path_loss,los,1.708070504267174,1.9548323955183589,-0.24676189125118486,1.0410111986406152,1.2590318400848235,-0.2180206414442083,231768599
all,mixed|low_ant,2060,path_loss,nlos,3.490579658032436,3.881001760600221,-0.390422102567785,2.3940391335971287,2.809134859797251,-0.41509572620012225,47335532
all,mixed|low_ant,2060,delay_spread,overall,39.236422436833834,42.07430918086071,-2.837886744026875,15.865098325937767,15.035214081752965,0.829884244184802,434603915
all,mixed|low_ant,2060,delay_spread,los,40.10997623736453,44.63614258436422,-4.526166346999695,23.65647588363404,23.520534383246318,0.13594150038772312,231768599
all,mixed|low_ant,2060,delay_spread,nlos,38.213823817616856,38.94127677946535,-0.727452961848492,6.962325941305903,5.339511984993895,1.622813956312008,202835316
all,mixed|low_ant,2060,angular_spread,overall,13.971379585592565,16.555859485734043,-2.5844799001414778,7.329982636770844,7.396534126186772,-0.06655148941592781,434603915
all,mixed|low_ant,2060,angular_spread,los,16.655166122494116,20.468924353077778,-3.8137582305836624,11.547705113606451,12.368291375388848,-0.8205862617823971,231768599
all,mixed|low_ant,2060,angular_spread,nlos,10.063780589811675,10.41872132047977,-0.35494073066809584,2.5106264447062983,1.7155844877784847,0.7950419569278135,202835316
all,mixed|mid_ant,2094,path_loss,overall,1.81541036248471,2.093535083042587,-0.2781247205578772,1.0535899116635867,1.3360267198328732,-0.2824368081692865,332748851
all,mixed|mid_ant,2094,path_loss,los,1.6085579317711347,1.8828744279552558,-0.27431649618412113,0.945635207493884,1.2203546137338948,-0.2747194062400108,298716166
all,mixed|mid_ant,2094,path_loss,nlos,3.084203963380302,3.425700397439991,-0.3414964340596893,2.0011441771155374,2.3513191471900785,-0.3501749700745411,34032685
all,mixed|mid_ant,2094,delay_spread,overall,29.680931442447527,31.733147056901846,-2.052215614454319,10.640455352519156,9.69683734439023,0.9436180081289258,443533931
all,mixed|mid_ant,2094,delay_spread,los,29.28827313129905,32.13195232203676,-2.84367919073771,13.578831699438808,12.708210313055169,0.8706213863836396,298716166
all,mixed|mid_ant,2094,delay_spread,nlos,30.474892436974024,30.894272222257005,-0.41937978528298103,4.579455091675507,3.485266601789222,1.0941884898862844,144817765
